model,fold,overall_accuracy,background_dice,pancreas_dice,tumor_dice,mean_foreground_dice
gnn,1,0.9891340467664931,0.9942081878005351,0.9688997081908644,0.7639996641753303,0.8664496861830973
gnn,2,0.9875166151258681,0.9946049184679027,0.9647858044979907,0.6248885285767126,0.7948371665373517
gnn,3,0.9856758117675781,0.9922385094015093,0.9716847301820565,0.0,0.48584236509102824
gnn,4,0.9925289154052734,0.996208658968593,0.9836307801859465,0.7881932630139603,0.8859120215999534
gnn,5,0.9895076751708984,0.9944632517427487,0.9731297629406102,0.7578191762085473,0.8654744695745787
